loss,accuracy,recall,precision,true_positives,true_negatives,false_positives,false_negatives,auc,val_loss,val_accuracy,val_recall,val_precision,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_auc
0.6679872274398804,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.5040374994277954,0.6598366498947144,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.6011000871658325
0.65944904088974,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.5340220332145691,0.6487147212028503,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.6271424889564514
0.6558571457862854,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.5547143816947937,0.6407215595245361,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.7031127214431763
0.6460700631141663,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.602360188961029,0.6323064565658569,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.7125951051712036
0.6363906860351562,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.6378657817840576,0.6276136040687561,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.718543529510498
0.6245517134666443,0.7428708076477051,1.0,0.7428708076477051,3100.0,0.0,1073.0,0.0,0.6697432994842529,0.6039056777954102,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.7504333257675171
0.617679238319397,0.7431104779243469,0.9993548393249512,0.7432821393013,3098.0,3.0,1070.0,2.0,0.6862751245498657,0.5934204459190369,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.7687650322914124
0.62062007188797,0.7435897588729858,1.0,0.743405282497406,3100.0,3.0,1070.0,0.0,0.6793174147605896,0.6384625434875488,0.7488015294075012,0.9922580718994141,0.7502439022064209,769.0,12.0,256.0,6.0,0.6998940706253052
0.6040001511573792,0.743350088596344,0.9980645179748535,0.743928849697113,3094.0,8.0,1065.0,6.0,0.713593065738678,0.5914997458457947,0.743048906326294,1.0,0.743048906326294,775.0,0.0,268.0,0.0,0.7502263188362122
0.5968853831291199,0.7459861040115356,0.9990322589874268,0.7455464601516724,3097.0,16.0,1057.0,3.0,0.726798415184021,0.5884047746658325,0.744966447353363,1.0,0.7444764375686646,775.0,2.0,266.0,0.0,0.7846629619598389
0.5910390615463257,0.7459861040115356,0.9970967769622803,0.7462578415870667,3091.0,22.0,1051.0,9.0,0.7369598150253296,0.5870153307914734,0.742090106010437,0.9561290144920349,0.7592213153839111,741.0,33.0,235.0,34.0,0.7641574144363403
0.5728204846382141,0.7491013407707214,0.9887096881866455,0.751778244972229,3065.0,61.0,1012.0,35.0,0.7673795223236084,0.5682864785194397,0.7593480348587036,0.9883871078491211,0.7599206566810608,766.0,26.0,242.0,9.0,0.7776384353637695
0.5751497745513916,0.7711478471755981,0.9793548583984375,0.7731092572212219,3036.0,182.0,891.0,64.0,0.7618221640586853,0.5762725472450256,0.7804410457611084,0.9535483717918396,0.7929184436798096,739.0,75.0,193.0,36.0,0.7981342673301697
0.561068594455719,0.773544192314148,0.9587096571922302,0.7843758463859558,2972.0,256.0,817.0,128.0,0.7822288870811462,0.6843647956848145,0.6433365345001221,0.6012903451919556,0.8809073567390442,466.0,205.0,63.0,309.0,0.6979970932006836
0.5503000617027283,0.7833693027496338,0.9383870959281921,0.8031474351882935,2909.0,360.0,713.0,191.0,0.7952846884727478,0.5470169186592102,0.76701819896698,0.9806451797485352,0.7692307829856873,760.0,40.0,228.0,15.0,0.8101323843002319
0.536338746547699,0.7884016036987305,0.9425806403160095,0.8056244850158691,2922.0,368.0,705.0,178.0,0.8150179386138916,0.5563005805015564,0.7679769992828369,0.9767742156982422,0.7716615796089172,757.0,44.0,224.0,18.0,0.8041332960128784
0.5228030681610107,0.8046968579292297,0.9358064532279968,0.8248507380485535,2901.0,457.0,616.0,199.0,0.8274993300437927,0.5366702079772949,0.7813997864723206,0.9251613020896912,0.8083427548408508,717.0,98.0,170.0,58.0,0.8054718375205994
0.5199613571166992,0.8042175769805908,0.9267742037773132,0.829627513885498,2873.0,483.0,590.0,227.0,0.8297979831695557,0.5492372512817383,0.7794822454452515,0.9716129302978516,0.7835587859153748,753.0,60.0,208.0,22.0,0.8197038173675537
0.505641520023346,0.811406672000885,0.920322597026825,0.8408488035202026,2853.0,533.0,540.0,247.0,0.8445248603820801,0.5441470742225647,0.7794822454452515,0.9741935729980469,0.7823834419250488,755.0,58.0,210.0,20.0,0.8274121284484863
0.5018876194953918,0.8150011897087097,0.9248387217521667,0.8417498469352722,2867.0,534.0,539.0,233.0,0.8465243577957153,0.5448200106620789,0.7641419172286987,0.8245161175727844,0.8531374931335449,639.0,158.0,110.0,136.0,0.8041598200798035
0.4883512258529663,0.8178768157958984,0.9161290526390076,0.8502994179725647,2840.0,573.0,500.0,260.0,0.8600073456764221,0.5446754097938538,0.7583892345428467,0.7729032039642334,0.8874074220657349,599.0,192.0,76.0,176.0,0.8270967602729797
0.47298985719680786,0.8281811475753784,0.9145161509513855,0.8624885678291321,2835.0,621.0,452.0,265.0,0.8718172311782837,0.5642601251602173,0.7881112098693848,0.9832258224487305,0.7855669856071472,762.0,60.0,208.0,13.0,0.839872419834137
